"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"270","Juho Lammikko","N.J","C","24","234.28333333333","9.7618055555556","-13.63","4.02","-8.26","-10.43","2.05","-8.21","-5.72","0.07","-5.67","-0.41","-0.83","0.65","-0.6","-0.07","-6.12","-10.16","-1.69","-10.03","-2.36","-2.12","-1.96","0.15","-0.86","22.14","-10.39","0.58","-15.68","-0.75","0.45","-37.50","-8.63","6.2","-7.85","0.01","-0.45","19.23","5.68","92.17","0.979","7.43","12.81","8.2","53.52","47.54","15.11","18.7","14.34","51.30"
"426","Mario Ferraro","S.J","D","76","1285.1333333333","16.909649122807","-2.51","4.01","-2.89","-0.96","1.38","-1.46","0.62","0.92","-0.18","-0.09","-0.73","5.61","-0.13","-0.1","-0.48","-2.03","-0.16","-1.85","-0.55","-0.77","0.37","-0.31","-0.59","6.52","-1.98","0.81","-3.55","0.3","-0.41","14.73","-3","6.44","-4.84","-0.01","0.25","-7.29","9.76","91.60","1.014","4.62","12.05","8.36","43.09","35.61","13.96","18.3","20.12","40.96"
"817","Alex Bump","PHI","L","15","166.36666666667","11.091111111111","-3.14","4","-3.35","-3.29","6.59","-6.28","-2.35","0.04","-2.54","0.02","0.03","-0.25","-0.41","-0.01","-4.16","-3.9","0.42","-4.48","-3.43","-2.26","-2.30","-0.91","0.03","-16.67","-0.64","3.58","-4.86","0.91","0.43","7.14","4.19","0.35","2.29","0.36","-0.47","75.00","11.29","93.85","1.051","12.26","14.43","6.49","51.93","65.38","20.56","20.56","13.7","60.00"
"5","Sidney Crosby","PIT","C","66","978.3","14.822727272727","1.13","3.98","-1.23","1.73","2.68","-0.61","1.35","1.29","-0.02","0.5","0.36","0.50","0.13","0.31","-1.78","0.37","4.38","-3.52","1","2.3","-2.87","0.15","0.18","-1.33","-0.85","2.78","-4.13","0.45","0.21","2.95","9.65","-2.94","6.57","0.01","0.03","-0.69","11.80","89.80","1.016","12.08","17.79","5.95","37.96","67.01","23.98","24.29","16.68","58.97"
"701","Matt Coronato","CGY","R","76","985.76666666667","12.970614035088","3.49","3.98","-0.18","1.81","4.56","-1.54","1.66","3.7","-1.73","-0.2","0.35","-5.38","0.12","0.44","-2.63","1.31","3.63","-1.82","-0.39","2.51","-5.80","-0.54","-0.02","-13.62","2.27","1.5","1.08","0.3","0.31","2.29","5.35","1.9","1.58","0.16","0.2","-3.33","6.92","90.30","0.972","10.59","13.33","9.13","47.35","53.70","21.85","19.05","17.59","55.40"
"46","Brayden Schenn","NYI, STL","C","76","1032.4","13.584210526316","-0.62","3.96","-2.01","-0.95","3.85","-2.90","-1.09","3.54","-4.32","-0.03","0.66","-5.70","-0.05","0.16","-2.05","-0.53","0.43","-0.93","-0.91","1.15","-4.67","-0.01","0.57","-8.45","0.51","-0.97","1.91","0.28","0.02","5.54","2.72","7.19","-2.07","-0.34","0.1","-19.16","9.05","88.65","0.977","11.04","12.26","8.89","44.05","55.39","19.35","18.19","17.61","52.36"
"463","Fabian Zetterlund","OTT","L","78","895.4","11.479487179487","4.02","3.95","-0.18","2.42","2.45","-0.24","1.69","1.6","-0.17","0.02","0.4","-3.60","0.18","0.25","-1.07","1.62","4.04","-2.72","-0.16","1.29","-3.43","-0.12","0.03","-2.55","2.37","3.66","-2.22","0.12","0.62","-10.39","5.06","-0.57","2.84","0.07","-0.13","8.33","9.72","88.32","0.980","11.73","14.88","5.16","58.77","69.44","17.56","19.37","12.53","58.35"
"906","David Tomasek","EDM","R","22","195.5","8.8863636363636","-6.61","3.95","-4.85","-6.12","0.97","-4.52","-2.78","-2.44","-0.01","-1.3","-0.14","-11.97","-0.49","-0.05","-4.53","-7.9","-3.37","-5.58","-2.51","-0.47","-5.29","0.22","-0.34","9.56","-7.19","-3.86","-6.00","-1.64","-0.2","-33.97","-7.83","4.35","-6.78","-0.43","0.5","-35.90","7.14","86.49","0.936","9.21","14.42","6.14","50.64","60.00","14.42","19.95","13.81","51.09"
"644","Sam Colangelo","ANA","R","9","85.433333333333","9.4925925925926","-13.62","3.93","-7.37","-16.71","5.41","-13.05","-12.25","9.32","-18.59","-1.39","1.42","-28.57","-1.06","-0.21","-9.47","-11.91","3.02","-14.25","-6.24","-0.26","-15.86","0.36","1.59","-12.82","-7.57","4.38","-13.38","-2.09","0.01","-69.23","-13.84","-0.93","-6.85","-0.25","-0.25","-50.00","7.14","90.74","0.979","11.24","9.83","9.13","60.4","55.17","16.15","18.26","17.56","47.92"
"218","Nathan MacKinnon","COL","C","76","1246.6666666667","16.40350877193","9.57","3.92","1.50","6.95","4.75","0.44","5.42","3.68","0.34","1.95","-0.1","13.52","0.65","0.46","0.40","10.05","4.74","2.47","2.76","2.68","-0.95","0.65","0.18","5.64","9.72","2.74","4.79","1.25","-0.02","17.78","10.8","-2.03","5.41","0.53","-0.37","25.45","12.65","92.77","1.054","13.96","12.42","5.53","39.22","71.60","28.01","19.11","14.53","65.84"
"787","Liam Ohgren","MIN, VAN","L","64","754.03333333333","11.781770833333","-4.46","3.9","-3.75","-4.97","4.67","-5.90","-1.82","2.53","-4.00","-0.23","-0.24","-1.01","-0.71","0.21","-9.66","-4.3","2.07","-6.30","-4.21","0.94","-12.58","-0.37","0.15","-11.60","-0.13","1.5","-1.69","0.12","-0.07","4.76","-2.63","-0.21","-1.43","0.07","-0.48","24.79","7.67","91.00","0.987","8.75","13.29","6.29","48.22","58.20","14.88","17.43","15.99","48.20"
"851","Calum Ritchie","NYI","C","61","645.38333333333","10.580054644809","-7.47","3.87","-5.05","-4.54","3.68","-4.96","-2.73","3.54","-5.85","-0.64","0.33","-11.65","-0.48","0.36","-7.66","-6.25","-1.05","-5.40","-2.06","1.23","-7.16","-0.49","0.3","-20.77","-5.58","-3.04","-3.43","-0.06","-0.11","1.43","-0.4","4.45","-2.47","-0.16","0.16","-17.14","6.61","91.25","0.979","10.41","13.85","5.11","50.39","67.07","18.97","20.08","12.64","60.00"
"1","Brent Burns","COL","D","77","1187.8666666667","15.42683982684","2.13","3.81","-0.99","1.89","2.42","-0.58","2.07","1.78","-0.22","0.21","0.29","-1.78","0.19","0.05","0.96","-0.92","2.39","-3.01","0.49","-0.67","2.44","0.04","-0.01","0.85","-1.89","4.07","-6.90","0.05","-0.1","3.80","1.93","5.73","-2.18","0.2","0.53","-14.83","10.19","91.47","1.017","6.11","12.38","8.64","50.01","41.44","19.24","20.46","20.61","48.29"
"230","Ryan Pulock","NYI","D","73","1240.2166666667","16.989269406393","-2.81","3.81","-2.86","-1.19","1.91","-1.85","0","-0.01","0.00","0.31","-0.49","8.58","-0.02","-0.02","0.02","-2.02","0.79","-2.64","0.86","-0.12","2.22","0.09","-0.44","12.47","-3.83","1.22","-6.23","0.1","-0.37","9.61","0.09","5.19","-2.64","0.21","0.33","-9.27","9.70","92.36","1.021","6.63","14.03","8.42","51.47","44.05","16.93","21.19","18.38","47.95"
"691","Walker Duehr","WPG","R","3","28.2","9.4","-10.6","3.8","-6.87","-4.72","8.54","-8.21","-9.8","4.76","-14.51","-1.96","1.64","-80.00","-0.5","-0.19","-3.02","-8.82","-3.75","-5.41","-1.79","0.17","-5.26","-0.49","-0.49","-","-9.37","-5.22","-5.97","-1.31","0","-100.00","1.46","16.58","-7.65","-0.71","3.07","-100.00","0.00","92.86","0.929","10.64","14.89","4.26","61.7","71.43","21.28","19.15","12.77","62.50"
"841","Drew Fortescue","NYR","D","7","102.95","14.707142857143","-4.12","3.8","-3.56","-5.69","2.82","-5.41","-5.01","5.68","-10.59","1.65","-0.26","12.73","-0.91","0.41","-13.39","-8.04","4.34","-11.40","-2.76","4.78","-16.88","0.57","0.41","-3.33","-7.04","-0.58","-7.90","2.1","-0.9","42.50","-4.74","-5.03","-0.21","-0.73","0","-100.00","21.05","93.88","1.149","5.83","9.32","5.83","50.12","50.00","12.82","16.32","17.48","42.31"
"536","Simon Benoit","TOR","D","68","1021.8","15.026470588235","-11.71","3.75","-7.28","-9.09","0.55","-6.47","-7.13","-0.31","-7.31","-1.24","-0.29","-11.64","-0.51","-0.01","-5.42","-5.4","1.77","-7.08","-2.37","0.41","-6.76","-0.78","-0.21","-13.28","-4.03","1.81","-7.29","-0.07","-0.11","-0.16","-16.4","5.17","-12.34","-0.59","0.01","-31.82","8.06","90.65","0.987","3.11","13.39","12.04","59.84","20.54","8.57","18.61","21.55","28.46"
"45","Evander Kane","VAN","L","71","1006.7666666667","14.179812206573","4.66","3.74","0.62","3.34","3.98","-0.09","2","3.74","-1.11","0.44","0.07","4.55","0.51","0.42","1.49","1.58","3.38","-1.20","1.9","2.02","0.40","0.37","-0.13","9.89","-0.42","1.82","-2.55","0.07","-0.07","3.01","7.37","0.02","3.87","0.03","0.37","-10.56","9.07","90.15","0.992","11.03","11.26","8.22","41.18","57.28","19.49","15.26","17.46","52.74"
"676","Jeff Malott","L.A","L","57","496.36666666667","8.7081871345029","6.4","3.74","0.91","4.72","0.3","2.50","1.34","0.87","0.38","0.1","1.07","-9.75","0.69","-0.04","6.62","6.37","1.64","3.81","3.89","-0.25","7.92","-0.42","0.52","-23.37","3.31","2.52","0.75","0.62","0.35","5.88","-5.77","1.99","-4.02","0.07","0.41","-8.05","7.96","88.15","0.961","5.56","12.57","5.56","58.38","50.00","11.85","18.86","14.51","44.95"
"483","Martin Fehérváry","WSH","D","77","1207.1833333333","15.677705627706","-3.61","3.7","-3.13","-0.6","0.73","-0.79","-0.14","-0.13","-0.01","-0.26","0.15","-4.04","-0.13","0.07","-1.79","-0.94","1.78","-2.39","0.07","0.8","-1.49","-0.09","0.4","-8.87","-1.35","1.3","-3.12","0.06","-0.41","14.54","-5.23","5.93","-5.95","-0.31","0.08","-17.14","9.53","91.11","1.006","3.43","11.33","9.29","44.98","26.95","11.78","17.94","21.02","35.91"
"171","Colton Sissons","VGK","C","62","637.25","10.278225806452","-10.58","3.69","-6.52","-7.62","3.45","-7.09","-3.88","1.2","-4.98","-1.35","-0.45","-11.90","-0.65","-0.04","-6.09","-6.24","-1.31","-4.68","-2.27","-0.9","-2.46","-0.66","0.08","-14.86","-5.3","-0.54","-6.25","-0.45","-0.33","-6.77","-12.48","9.23","-11.83","-0.51","-0.41","-18.90","5.77","90.61","0.964","6.68","16.48","11.02","49.62","37.77","11.39","21.84","21.09","35.07"
"359","Ryan Lomberg","CGY","L","57","509.01666666667","8.9301169590643","-6.48","3.67","-4.30","-4.67","-1.94","-1.68","-6.36","-2.86","-3.38","-0.53","-0.68","0.03","-0.7","0.06","-7.87","-4.03","1.78","-5.49","-2.72","0.21","-6.83","-0.15","-0.18","-0.68","-1.75","2.09","-4.56","-0.24","-0.51","2.50","-10.33","-1.19","-4.55","-0.27","-0.17","-0.61","7.11","91.63","0.987","4.13","12.85","6.25","60","39.77","9.43","16.86","14.14","40.00"
"815","Angus Booth","L.A","D","1","12.3","12.3","-12.32","3.66","-7.79","-7.63","-8.62","-1.63","-2.36","-11.73","5.22","4.88","-4.1","100.00","0.42","-0.19","6.45","3.11","-13.1","12.09","7.8","16.19","-7.95","4.88","-1.37","100.00","-6.25","-39.05","28.13","0","-1.82","0.00","-25.39","17.43","-22.75","0","-1.97","0.00","25.00","100.00","1.250","4.88","9.76","19.51","63.41","20.00","4.88","9.76","39.02","11.11"
"84","Cam Fowler","STL","D","77","1347.4833333333","17.499783549784","5.18","3.64","0.84","2.48","3.57","-0.54","2.01","2.26","-0.12","-0.17","0.18","-3.61","0.21","0.33","-1.12","1.02","1.88","-0.85","1.21","1.75","-1.07","0.2","0.15","1.97","-0.25","0.16","-0.52","-0.39","-0.02","-7.81","7","3.57","2.17","-0.12","0.06","-7.60","8.38","90.51","0.989","8.86","11.27","8.55","46.09","50.90","19.59","16.96","16.96","53.59"
"448","Martin Necas","COL","C","74","1200.7666666667","16.226576576577","3.75","3.62","-0.34","1.4","4.39","-2.03","0.74","2.58","-1.97","1.41","-0.17","10.97","0.23","0.39","-2.02","4.59","5.05","-1.59","0.58","2.34","-4.18","0.44","0.03","5.86","5.35","3.61","0.11","0.81","0.05","9.53","6.43","-2.93","4.17","0.52","-0.34","24.40","12.78","92.64","1.054","12.14","12.64","5.4","40.27","69.23","25.38","18.84","15.04","62.79"
"593","Albert Johansson","DET","D","78","1092.5833333333","14.007478632479","-4.85","3.57","-3.65","-4.43","3.33","-4.70","-3.89","3.15","-6.66","-0.66","0.15","-9.82","-0.35","0.09","-4.30","-0.69","-1.03","0.21","-0.9","0.16","-2.43","0.03","-0.07","2.07","0.28","-1.58","2.13","-0.6","0.12","-22.90","-4.02","4.15","-4.09","-0.36","0.19","-26.67","6.93","91.25","0.982","6.75","10.21","8.29","53.71","44.89","17.08","16.26","18.62","47.85"
"272","Brayden Point","T.B","C","60","805.16666666667","13.419444444444","3.38","3.56","-0.27","4.15","3.96","-0.09","2.28","4.09","-1.76","1.79","0.37","8.95","0.14","0.23","-1.05","3.34","1.47","1.33","-0.18","0.76","-2.22","0.23","0.27","-2.02","4.69","0.95","3.85","1.72","-0.01","26.27","9.07","2.43","3.22","0.39","0.16","9.33","15.67","90.41","1.061","14.9","11.33","6.11","44.56","70.92","23.77","16.69","15.28","60.88"
"809","Adam Sykora","NYR","L","8","91.6","11.45","-3.62","3.53","-3.19","-10.02","-0.25","-6.28","-9.81","0.5","-10.34","-0.77","0.43","-10.71","-0.86","0.52","-13.66","-3.61","3.72","-6.75","-1.77","3.61","-12.39","1.02","1.37","-15.58","-2.44","0.14","-2.92","-1.86","-0.99","-50.00","4.83","-1.55","3.42","-0.58","-0.29","-66.67","12.90","89.19","1.021","9.83","16.38","11.14","42.58","46.88","17.69","22.27","15.72","52.94"
"388","Taylor Raddysh","NYR","R","67","709.15","10.584328358209","-3.09","3.52","-2.92","-3.33","0.97","-2.79","-1.41","-0.26","-1.24","-0.05","-0.93","10.41","-0.41","-0.02","-4.16","-4.86","-1.73","-3.22","-2","0.04","-4.92","0.25","-0.4","16.43","-3.82","-2.36","-2.11","-0.29","-0.99","25.13","-3.92","7.07","-5.67","-0.12","0.31","-14.04","9.23","93.75","1.030","5.58","11.08","8.55","55","39.52","10.91","15.99","17.77","38.05"
"634","Alexander Nikishin","CAR","D","77","1140.8666666667","14.81645021645","-0.72","3.51","-2.04","-2.44","3.12","-3.34","-0.52","2.65","-3.19","0.02","-0.32","3.43","0.12","0.2","-0.99","-0.52","1.94","-2.35","-0.45","0.85","-2.71","-0.1","-0.57","9.36","-0.1","1.45","-2.10","0.04","0.2","-3.16","2.26","1.37","-0.02","0.12","0.15","-6.55","8.78","90.77","0.996","11.78","13.15","5.21","44.76","69.35","24.35","20.09","13.1","65.03"
"685","Mason Lohrei","BOS","D","70","1022.0333333333","14.600476190476","-0.18","3.47","-1.49","-1.85","2.6","-2.59","-0.71","0.21","-0.86","-0.47","-0.82","5.17","-0.12","0.09","-1.95","-0.51","0.56","-0.97","-0.69","0.76","-3.05","-0.55","-0.38","-2.01","0.25","-0.27","0.63","-0.09","-0.5","13.09","1.64","0.56","0.57","0.21","-0.1","10.13","9.66","93.67","1.033","6.63","12.15","6.16","50.25","51.83","17.49","19.2","15.26","53.41"
"361","Brandon Tanev","UTA","L","51","460.83333333333","9.0359477124183","-12.76","3.44","-7.36","-11.15","-0.39","-6.80","-8.72","0.31","-9.17","-2.48","0.53","-32.99","-0.95","0.19","-10.91","-7.74","0.96","-8.60","-3.43","1.48","-10.72","-0.66","-0.06","-13.93","-5.75","-0.7","-6.82","-1.51","0.24","-46.00","-13.89","0.78","-8.06","-0.99","0.59","-60.48","5.10","87.96","0.931","7.68","15.88","9.11","60.15","45.74","12.24","21.09","18.88","39.33"
"382","Joshua Mahura","SEA","D","21","283.85","13.516666666667","-7.74","3.43","-5.16","-3.93","2.25","-3.98","-3.23","3.39","-6.22","1.08","-1.07","25.38","-0.47","-0.4","-2.27","-4.36","-3.51","-1.97","-1.64","-2.1","-0.84","0.13","0.08","2.50","-3.63","-1.87","-2.86","0.98","-0.67","52.56","-7.65","8.78","-7.83","0.3","-0.92","50.00","13.27","95.42","1.087","4.86","12.05","6.13","56.44","44.23","13.11","18.39","18.39","41.61"
"782","Pavel Mintyukov","ANA","D","69","1028.8833333333","14.911352657005","-6.42","3.43","-3.97","-3.93","1.7","-3.10","-4.2","0.22","-3.86","-0.57","-0.12","-4.47","-0.21","0.17","-3.17","-1.48","1.72","-2.66","-1.42","0.56","-3.85","-0.35","-0.43","1.40","-0.08","1.54","-1.76","0.07","0.27","-3.35","-7.14","0.83","-3.87","-0.4","0.14","-22.78","8.55","89.96","0.985","7.06","12.48","8.51","52.37","45.32","17.32","19.59","17.49","49.75"
"335","Anthony Cirelli","T.B","C","68","829.6","12.2","13.59","3.42","3.72","10.43","2.77","3.99","8.46","2.51","4.88","1.56","-0.41","15.50","1.05","0.56","2.98","6.98","4.08","1.66","4.36","2.27","2.77","1.36","-0.11","17.63","3.49","2.42","0.72","0.09","0.26","-3.85","13.08","0.27","6.12","0.23","-0.72","58.82","12.55","92.88","1.054","11.72","12.3","8.82","43.9","57.04","20.18","17.07","17.72","53.24"
"91","Tyler Seguin","DAL","C","27","360.5","13.351851851852","1.53","3.41","-0.65","0.88","4.78","-2.22","0.24","0.87","-0.58","0.58","-0.76","14.52","-0.47","0.23","-7.36","0.21","3.97","-3.50","-4.79","1.74","-16.67","-0.45","-0.5","5.50","6.66","2.97","5.31","1.22","-0.15","26.37","8.4","0.22","5.01","0.16","-0.23","20.45","13.29","94.38","1.077","9.49","14.31","11.98","37.78","44.19","16.14","18.64","21.47","42.92"
"790","Matthew Poitras","BOS","C","3","34.083333333333","11.361111111111","5.83","3.4","1.00","2.29","0.11","1.39","6.16","-0.88","5.88","-4.24","-2.73","31.25","-0.71","1.1","-15.61","1.55","-5.74","7.65","0.32","7.11","-14.14","-2.61","-1.09","20.00","1.64","-17.13","33.33","-2.18","-1.46","-60.00","4.43","7.07","-0.49","0","-0.79","0.00","5.26","100.00","1.053","10.56","21.12","8.8","38.73","54.55","14.08","24.65","21.12","40.00"
"719","Mason McTavish","ANA","C","71","891.58333333333","12.557511737089","5.69","3.38","0.74","4.15","4","-0.12","1.4","2.6","-1.15","0.18","1.14","-7.12","0.29","0.3","-0.12","4.31","3.69","0.56","1.64","0.16","2.74","-0.13","0.25","-6.39","3.57","4.7","-1.01","-0.13","0.38","-9.35","4.64","-1.98","3.14","0.58","0.87","-6.00","9.19","86.96","0.961","10.36","13.26","6.66","45.22","60.87","20.86","18.51","15.14","57.94"
"794","Reid Schaefer","NSH","L","43","412.75","9.5988372093023","-9.08","3.38","-5.57","-9.32","-0.5","-5.86","-6.15","-0.53","-5.84","-1.65","0.17","-21.40","-0.6","-0.01","-5.83","-5.24","2.65","-7.48","-0.76","0.73","-3.11","-1.32","0.21","-34.39","-5.98","2.55","-11.15","-0.78","0.33","-39.77","-9.77","2.43","-6.51","0.36","-0.42","31.33","6.16","91.18","0.973","6.11","16.28","8.87","50.44","40.78","13.81","21.37","22.82","37.70"
"429","Michael Rasmussen","DET","C","64","680.73333333333","10.636458333333","-7.49","3.36","-4.79","-7.04","0.6","-4.87","-5.87","0.12","-6.10","-0.93","-0.19","-10.92","-0.3","0.04","-3.35","-2.17","1.02","-3.05","0.11","0.54","-0.91","-0.53","0.12","-17.14","-3.04","0.64","-4.72","-0.21","-0.4","4.84","-8.02","1.55","-5.04","-0.35","-0.02","-19.79","6.12","91.78","0.979","10.14","14.1","10.14","49.62","50.00","16.04","19.13","19.21","45.50"
"517","Michael Kesselring","BUF","D","33","406.48333333333","12.317676767677","4.45","3.36","0.57","4.17","0.73","1.99","-1.24","0.58","-1.63","-1.32","0.08","-12.45","-0.22","-0.55","3.07","-0.56","-1.39","0.73","0.03","-0.87","1.90","-0.5","-0.38","0.61","-0.79","-0.7","-0.19","-1.09","0.3","-35.67","5.15","0.35","2.57","-0.02","0.35","-19.23","8.20","91.28","0.995","5.76","11.51","8.12","54.61","41.49","17.27","17.12","15.94","52.00"
"793","Matt Savoie","EDM","C","78","935.06666666667","11.988034188034","1.56","3.32","-0.77","1.95","3.11","-0.73","2","1.44","0.35","0.39","-0.11","4.55","0.02","0.29","-2.45","0.75","1.86","-0.94","-0.84","1.53","-5.10","0.15","-0.01","3.10","2.11","0.44","2.08","-0.28","-0.22","-2.04","2.66","3.77","-0.70","0.65","0.1","15.56","9.83","89.54","0.994","9.95","13.41","5.97","46.78","62.50","20.47","18.03","14.31","58.86"
"162","Colton Parayko","STL","D","72","1351.7333333333","18.774074074074","-2.08","3.29","-2.46","-1.19","0.18","-0.91","-0.9","0.22","-1.12","-0.22","-0.04","-2.03","0.16","-0.24","4.09","1.25","1.12","0.11","0.01","-1.58","3.72","-0.03","-0.3","4.95","1.66","3.6","-2.63","-0.23","0.29","-12.43","-4.57","6.76","-6.04","-0.04","0.06","-3.75","8.99","90.22","0.992","6.84","12.21","9.99","45.05","40.63","15.71","18.11","21.26","42.50"
"176","Brett Kulak","COL, EDM, PIT","D","78","1307.6833333333","16.765170940171","-13.37","3.25","-7.18","-10.67","1.18","-7.04","-8.04","-0.88","-6.27","-1.34","-0.12","-11.66","-0.92","0.11","-9.51","-9.17","1.19","-9.69","-4.56","0.31","-10.94","-0.03","-0.46","8.54","-6.14","1.17","-8.80","-1.13","0.68","-34.75","-10.7","-1.02","-4.72","-0.66","-0.25","-16.33","8.24","89.63","0.979","5.78","10.97","5.46","44.32","51.43","15.05","17.21","14.45","51.01"
"104","Nick Seeler","PHI","D","76","1156.8","15.221052631579","3.94","3.24","0.45","3.04","0.44","1.75","0.63","-0.85","1.56","-1.07","0.13","-13.74","0.04","0.1","-0.58","-0.29","0.6","-0.87","0.68","-0.26","2.11","-0.65","0.44","-25.80","-1.29","1.14","-3.13","-0.6","-0.59","-0.91","3.25","1.54","1.07","0.04","0.19","-7.14","6.81","89.69","0.965","5.24","10.32","6.64","60.53","44.10","15.2","16.86","14.11","51.86"
"357","Rodrigo Abols","PHI","C","42","407.58333333333","9.7043650793651","-9.43","3.23","-6.20","-9","-0.28","-6.23","-6.66","-2.17","-5.11","-1.05","-0.76","-4.17","-0.84","0.04","-9.94","-8.45","1.7","-10.83","-4.56","0.39","-12.23","-0.51","-0.03","-12.30","-5.19","1.75","-9.53","-0.29","-0.43","2.73","-3.83","-0.01","-2.28","-0.47","-0.58","3.57","8.46","91.33","0.998","4.56","14.13","7.36","54.32","38.27","11.78","21.35","15.31","43.48"
"637","Mike Benning","FLA","D","14","206.48333333333","14.74880952381","6.25","3.22","1.31","2.53","1.15","0.87","2.25","2.21","0.54","-0.38","0.42","-6.81","0.25","0.5","-1.50","7.05","1.33","5.36","1.11","1.63","-0.69","-0.8","0.07","-13.64","7.91","-0.4","10.68","0.12","0.34","-4.44","0.39","1","-0.37","0.48","0.13","16.67","9.64","88.46","0.981","6.68","10.75","7.85","49.4","46.00","17.14","15.98","16.85","50.43"
"806","Ethen Frank","WSH","C, R","62","654.68333333333","10.559408602151","-2.32","3.2","-2.34","-3.12","1.35","-2.68","-1.28","0.56","-1.72","0.12","-0.38","5.38","0.12","-0.01","1.07","0.39","-0.54","0.81","2.37","-1.56","7.62","0.28","-0.23","8.99","-2.64","1.37","-4.95","-0.52","-0.3","-3.37","-9.08","7.23","-8.81","0.33","0.1","6.72","10.60","92.76","1.034","5.96","14.85","13.11","49.4","31.25","9.99","19.25","20.53","32.73"
"471","Alexey Toropchenko","STL","R","60","603.71666666667","10.061944444444","-12.29","3.19","-7.79","-9.45","-0.95","-6.30","-6.1","-2.18","-4.61","-1.21","0.63","-22.78","-0.72","0.05","-8.80","-8.75","-1.12","-8.68","-1.21","0.69","-4.84","-0.31","0.45","-18.18","-10.05","-2.43","-11.48","-1.18","0.09","-41.01","-12.24","6.44","-10.92","-0.01","0.17","-5.71","6.12","88.38","0.945","5.17","16.99","13.62","52.18","27.51","8.55","20.57","21.96","28.01"
"601","Juuso Parssinen","NYR","C","20","175.43333333333","8.7716666666667","-14.76","3.18","-8.66","-12.77","2.17","-10.49","-7.79","2.76","-11.67","-0.21","-1.28","16.97","-1.31","0.07","-16.08","-10","-3","-6.86","-6","-1.12","-11.18","-0.04","-1.11","44.12","-5.34","-2.5","-3.66","-0.08","-0.34","11.11","-12.18","2.94","-8.71","-0.15","0.13","-9.52","14.00","96.39","1.104","7.87","10.94","4.79","64.64","62.16","12.65","15.73","15.05","45.68"
"69","Radko Gudas","ANA","D","55","791.63333333333","14.393333333333","4.44","3.14","0.39","2.1","1.66","0.16","-0.11","0.44","-0.49","-0.29","-0.42","0.83","0.19","-0.13","2.73","2.58","2.25","0.34","2.31","-0.28","5.03","0.33","-0.18","10.27","0.36","3.38","-3.14","-0.7","0.37","-21.35","0.03","-1.31","0.68","-0.14","-0.74","24.17","8.31","90.49","0.988","5.61","12.51","6.14","53.28","47.74","14.93","18.34","15.31","49.37"
"374","Brett Howden","VGK","C","54","674.06666666667","12.482716049383","-3.8","3.14","-3.15","-2.73","0.24","-1.82","-0.68","0.61","-1.31","0.14","0.68","-5.08","-0.04","0.08","-1.23","-2.06","3.17","-5.05","-0.08","0.1","-0.42","0.19","0.61","-7.07","-2.64","4.09","-8.24","0.15","0.19","-0.56","-4.61","1.38","-3.20","-0.22","-0.09","-7.14","9.27","86.85","0.961","8.19","17.71","8.28","43.79","49.73","17.36","24.3","16.29","51.59"
"233","Anthony Mantha","PIT","R","78","954.8","12.241025641026","-3.2","3.1","-2.72","-1.59","1.77","-2.01","0.27","1.19","-0.87","0.79","0.06","5.57","0.02","0.08","-0.52","-0.71","3.37","-3.54","-0.17","0.11","-0.56","0.74","-0.16","13.93","-0.71","4.35","-5.65","-0.51","0.27","-16.56","-4.63","-6.44","0.88","0.63","0.02","18.00","13.04","90.47","1.035","8.17","11.63","2.76","50.15","74.71","15.9","16.59","8.99","63.89"
"121","Gabriel Landeskog","COL","L","56","742.83333333333","13.264880952381","-0.1","3.06","-1.41","0.88","2.6","-1.18","2.2","2.69","-1.00","0.26","0.09","0.63","0.14","0.15","-0.34","1.49","2.18","-1.05","0.9","1.78","-2.36","-0.08","0.26","-6.58","0.78","0.53","0.02","0.2","0.17","-2.65","2.22","1.03","0.39","0.27","-0.44","26.19","10.50","92.54","1.030","11.07","12.68","8.56","45.23","56.38","20.92","19.55","19.06","52.32"
"413","Tanner Jeannot","BOS","L","75","825.93333333333","11.012444444444","0.63","3.03","-0.97","-0.65","1.63","-1.33","-1.88","0.98","-2.70","-1.19","0.01","-12.26","0","0.25","-2.07","-1.33","-0.51","-0.80","0.99","1.06","0.13","-0.44","-0.12","-6.30","-3.09","-2.09","-1.24","-0.83","-0.28","-11.18","-0.25","2.35","-1.26","-0.17","0.49","-19.91","7.54","91.69","0.992","6.54","17","9.59","43.01","40.54","13","23.46","19.54","39.96"
